"BLOCK","ROW","COLUMN","UID","Mx.Number","Genotype","EmergenceDoY78","EmergenceDoY85","EmergenceDoY92","EmergenceDoY99","EmergenceDoY106","EmergenceDoY113","EmergenceDoY120","EmergenceDoY127","EmergenceDoY134","EmergenceDoY141","EmergenceDoY148","EmergenceDoY155","EmergenceDoY162","EmergenceDoY169","EmergenceDoY176","EmergenceDoY183","EmergenceDoY190","EmergenceDoY197","EmergenceDoY204","EmergenceDoY211","EmergenceDoY218","EmergenceDoY225","EmergenceDoY232","EmergenceDoY239","EmergenceDoY246","EmergenceDoY253","EmergenceDoY260","EmergenceDoY267","EmergenceDoY274","EmergenceDoY281","EmergenceDoY288","EmergenceDoY295","DoYFirst3Emergence","CanopyHeightDoY78","CanopyHeightDoY85","CanopyHeightDoY92","CanopyHeightDoY99","CanopyHeightDoY106","CanopyHeightDoY113","CanopyHeightDoY120","CanopyHeightDoY127","CanopyHeightDoY134","CanopyHeightDoY141","CanopyHeightDoY148","CanopyHeightDoY155","CanopyHeightDoY162","CanopyHeightDoY169","CanopyHeightDoY176","CanopyHeightDoY183","CanopyHeightDoY190","CanopyHeightDoY197","CanopyHeightDoY204","CanopyHeightDoY211","CanopyHeightDoY218","CanopyHeightDoY225","CanopyHeightDoY232","CanopyHeightDoY239","CanopyHeightDoY246","CanopyHeightDoY253","CanopyHeightDoY260","CanopyHeightDoY267","CanopyHeightDoY274","CanopyHeightDoY281","CanopyHeightDoY288","CanopyHeightDoY295","maxCanopyHeight","DoYmaxCanopyHeight","FloweringStageDoY78","FloweringStageDoY85","FloweringStageDoY92","FloweringStageDoY99","FloweringStageDoY106","FloweringStageDoY113","FloweringStageDoY120","FloweringStageDoY127","FloweringStageDoY134","FloweringStageDoY141","FloweringStageDoY148","FloweringStageDoY155","FloweringStageDoY162","FloweringStageDoY169","FloweringStageDoY176","FloweringStageDoY183","FloweringStageDoY190","FloweringStageDoY197","FloweringStageDoY204","FloweringStageDoY211","FloweringStageDoY218","FloweringStageDoY225","FloweringStageDoY232","FloweringStageDoY239","FloweringStageDoY246","FloweringStageDoY253","FloweringStageDoY260","FloweringStageDoY267","FloweringStageDoY274","FloweringStageDoY281","FloweringStageDoY288","FloweringStageDoY295","FloweringStageDoYFirstA","FloweringStageDoYFirstF"
3,6,3,"28028"," - Mx 1553#114","114",0,0,0,0,0,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,25,30,35,45,45,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
1,3,2,"27812"," - Mx 1553#115","115",0,0,0,0,1,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,25,30,40,45,55,65,65,70,75,80,90,90,95,100,95,90,90,90,90,85,80,80,100,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","a","a","a","a","f","f","f","f","f","f","f","",NA,211,239
2,2,11,"27991"," - Mx 1553#115","115",0,0,0,0,0,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,20,25,45,55,65,85,95,105,115,125,125,135,135,140,140,140,140,135,130,135,130,135,135,135,140,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","af","f","f","f","f","f","f","",NA,225,246
3,4,8,"28068"," - Mx 1553#115","115",0,0,0,0,0,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,25,35,40,50,55,65,70,85,85,95,95,100,100,105,105,100,95,100,100,100,100,100,105,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","a","a","a","af","af","f","f","f","f","f","f","",NA,211,246
1,2,3,"27820"," - Mx 1553#116","116",0,0,0,0,0,1,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,35,45,55,70,80,85,95,90,90,90,90,90,90,90,90,90,90,90,90,90,90,95,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
2,8,10,"27988"," - Mx 1553#116","116",0,0,0,0,0,1,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,50,55,75,80,95,95,100,105,100,100,100,95,100,100,100,100,100,100,100,100,100,105,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
3,1,1,"28006"," - Mx 1553#116","116",0,0,0,0,0,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,45,55,75,85,100,100,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
1,6,3,"27824"," - Mx 1553#117","117",0,0,0,0,0,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,35,50,55,70,80,95,105,105,110,115,120,120,125,120,120,115,115,115,115,115,115,115,125,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","af","f","f","f","f","f","f","",NA,225,246
2,2,7,"27957"," - Mx 1553#117","117",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
3,4,10,"28086"," - Mx 1553#117","117",0,0,0,0,0,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,20,20,35,50,60,75,90,100,105,115,120,120,120,120,130,120,120,120,115,115,120,120,120,120,130,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","a","a","a","af","f","f","f","f","f","f","",NA,218,246
1,6,5,"27840"," - Mx 1553#118","118",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
2,3,4,"27932"," - Mx 1553#118","118",0,0,0,0,0,1,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,30,35,40,45,55,55,60,65,75,75,75,80,80,80,80,80,80,80,80,80,80,80,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
3,8,6,"28055"," - Mx 1553#118","118",0,0,0,0,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,25,35,35,45,50,55,65,70,70,70,75,75,80,80,80,80,80,80,80,80,75,80,80,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
1,6,9,"27875"," - Mx 1553#119","119",0,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,20,25,25,25,40,55,70,90,100,120,125,135,140,140,140,145,150,155,155,155,155,155,155,155,150,150,155,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","af","af","f","f","f","f","f","",NA,225,253
2,2,9,"27974"," - Mx 1553#119","119",0,0,0,0,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,20,20,30,50,60,75,95,105,120,130,135,140,145,150,155,160,160,160,160,155,150,155,155,155,150,160,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","af","af","f","f","f","f","f","",NA,225,253
3,3,5,"28042"," - Mx 1553#119","119",0,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,20,25,25,25,45,60,75,90,105,120,130,145,145,140,150,155,155,165,170,165,160,160,160,160,155,155,170,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","a","a","af","f","f","f","f","f","",NA,232,253
1,1,11,"27887"," - Mx 1553#120","120",0,0,0,0,1,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,45,55,65,70,80,90,95,95,95,100,100,100,100,105,105,105,105,105,100,100,100,105,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","a","af","f","f","f","f","",NA,246,260
2,9,11,"27996"," - Mx 1553#120","120",0,0,0,0,0,1,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,30,35,40,45,50,55,55,55,60,65,70,75,75,75,75,75,75,75,75,75,75,75,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","a","a","af","f","f","f","",NA,246,267
3,6,1,"28011"," - Mx 1553#120","120",0,0,0,0,1,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,40,45,55,65,75,85,90,100,100,100,105,105,115,115,115,115,120,120,115,120,120,120,120,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","a","a","af","f","f","f","",NA,246,267
1,7,3,"aBR 15 fS B1-R7 C3","Giganteus","Gig",0,0,0,0,1,1,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,35,40,50,55,60,60,65,65,65,70,70,75,75,75,75,75,75,75,75,75,75,75,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
3,9,6,"aBR 15 fS B3-R9 C6","giganteus","Gig",0,0,0,0,0,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,35,40,50,60,65,75,75,85,85,85,85,85,90,90,90,90,85,85,85,85,85,85,90,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
1,1,6,"aBR 15 fS B1-R1 C6"," - Goliath","Gol",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
1,2,12,"aBR 15 fS B1-R2 C12"," - Goliath","Gol",0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,25,30,35,65,80,90,105,120,135,150,155,160,160,155,155,160,160,160,155,155,155,155,155,155,155,160,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","af","f","f","f","f","f","f","",NA,225,246
1,2,11,"aBR 15 fS B1-R2 C11"," - Goliath","Gol",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
1,3,4,"aBR 15 fS B1-R3 C4"," - Goliath","Gol",0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,20,25,35,35,55,65,75,85,100,120,130,135,140,140,140,140,140,145,140,140,140,140,140,140,140,135,145,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","af","af","f","f","f","f","f","f","",NA,225,246
1,9,9,"aBR 15 fS B1-R9 C9"," - Goliath","Gol",0,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,20,30,30,35,55,70,80,95,105,125,130,145,145,145,140,140,140,145,145,145,140,140,145,145,145,140,145,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","af","af","f","f","f","f","f","f","f","",NA,NA,239
2,4,11,"aBR 15 fS B2-R4 C11"," - Goliath","Gol",0,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,30,35,55,75,85,105,120,140,150,155,160,160,160,160,160,155,165,165,165,165,160,160,160,160,165,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","a","af","af","af","f","f","f","f","f","f","",NA,218,246
2,6,9,"aBR 15 fS B2-R6 C9"," - Goliath","Gol",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
2,6,8,"aBR 15 fS B2-R6 C8"," - Goliath","Gol",0,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,25,35,40,60,80,95,110,130,145,160,165,165,170,175,160,170,175,175,170,170,170,170,175,175,175,175,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","a","a","a","af","f","f","f","f","f","f","",NA,218,246
2,9,6,"aBR 15 fS B2-R9 C6"," - Goliath","Gol",0,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,25,30,35,60,75,85,105,125,145,155,160,170,170,170,175,175,170,170,170,170,170,170,170,165,165,175,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","af","f","f","f","f","f","f","",NA,225,246
3,3,2,"aBR 15 fS B3-R3 C2"," - Goliath","Gol",0,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,25,30,35,60,75,85,100,115,125,135,150,150,145,150,145,150,155,155,155,150,155,150,150,150,150,155,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","f","a","a","a","af","f","f","f","f","f","",NA,225,218
3,3,4,"aBR 15 fS B3-R3 C4"," - Goliath","Gol",0,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,25,30,55,65,80,90,100,120,130,140,140,145,145,145,145,150,150,145,150,150,150,150,150,145,150,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","af","af","af","af","f","f","f","f","f","",NA,NA,253
3,5,6,"aBR 15 fS B3-R5 C6"," - Goliath","Gol",0,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,25,25,30,55,75,90,100,120,140,145,160,165,170,170,170,165,165,165,170,165,165,165,165,165,165,170,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","af","f","f","f","f","f","f","",NA,225,246
3,6,12,"aBR 15 fS B3-R6 C12"," - Goliath","Gol",0,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,25,30,30,50,60,75,85,95,120,130,135,140,140,140,140,145,145,145,140,150,150,150,150,150,145,150,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","f","f","f","f","af","af","af","af","f","f","f","f","f","",NA,NA,197
